BattingTeam,Batter,battingStyles_x,venue,Phase,WicketDeliveries,EconomyRate,StrikeRate,BoundaryPercentage,Selected
Royal Challengers Bangalore,SA Abbott,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",DeathOvers,0,9.1180754117991,17.88818158878338,53.99387062399858,0
Punjab Kings,DJ Willey,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,0,11.011218497657222,11.987672707442417,17.72354964453517,1
Gujarat Titans,HC Brook,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DeathOvers,0,6.866250759702474,18.671288403712783,36.981328067830866,0
Chennai Super Kings,N Wadhera,,"MA Chidambaram Stadium, Chepauk, Chennai",DeathOvers,2,7.6941448772458285,16.24989835360506,38.10694371628151,1
Kolkata Knight Riders,MS Wade,lhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MiddleOvers,1,10.177595761306147,15.477722213890553,46.74345658518347,1
Mumbai Indians,Arshad Khan,rhb,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,1,12.154255819448007,24.810940813539116,76.37952678315244,1
Kings XI Punjab,MG Bracewell,,"Maharashtra Cricket Association Stadium, Pune",DeathOvers,0,10.030148114877301,14.223044179914224,40.49187971222194,1
Royal Challengers Bengaluru,TL Seifert,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,0,5.6499160426375585,25.044739213642092,49.234693757496075,0
Chennai Super Kings,Tanush Kotian,lhb,"Arun Jaitley Stadium, Delhi",Powerplay,1,5.240320790926984,13.796968613263374,22.363794701983547,1
Kolkata Knight Riders,RR Rossouw,,"Zayed Cricket Stadium, Abu Dhabi",Powerplay,1,8.44400770558366,11.706756141121287,61.76097863324228,1
Punjab Kings,PN Mankad,,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Powerplay,0,5.280202450236549,8.907884213992658,61.68590780963008,1
Mumbai Indians,Arshad Khan,,Sharjah Cricket Stadium,Powerplay,0,14.0,22.292487052826573,20.90079443234236,0
Mumbai Indians,Mandeep Singh,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,0,11.062313722341159,22.106445364235164,74.35418837792979,0
Kings XI Punjab,RP Meredith,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,0,9.154150325801469,22.323402418542397,49.071601218512164,0
Royal Challengers Bangalore,Sachin Baby,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Powerplay,1,12.163510546301994,13.64066503966559,52.52271678349872,1
Rajasthan Royals,Yudhvir Singh,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,1,7.963604381084298,22.656168186019386,58.0591478091192,1
Delhi Capitals,KS Bharat,rhb,"Sawai Mansingh Stadium, Jaipur",MiddleOvers,0,7.745959445666827,13.241115691862136,35.09207376039149,1
Kolkata Knight Riders,Rashid Khan,lhb,Dubai International Cricket Stadium,MiddleOvers,0,7.816124180676164,17.0422255623882,21.112335402928913,0
Delhi Capitals,T Kohler-Cadmore,lhb,"Arun Jaitley Stadium, Delhi",MiddleOvers,2,8.35865042371131,13.570153470512501,51.04175047865229,1
Chennai Super Kings,RM Patidar,rhb,"Eden Gardens, Kolkata",MiddleOvers,2,11.636645840789834,10.428533664933104,59.32036759106326,1
Chennai Super Kings,RR Pant,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,0,4.9388538238431625,14.672611957238795,36.378384319206795,1
Chennai Super Kings,M Prasidh Krishna,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DeathOvers,2,7.715562089744319,24.542823156352583,35.71213827799556,1
Chennai Super Kings,DL Chahar,rhb,Dubai International Cricket Stadium,Powerplay,1,11.141615211274456,11.997629947235986,53.42499938852867,1
Royal Challengers Bangalore,Akash Deep,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,2,11.455797762867485,17.06228000870387,39.75439588026317,1
Chennai Super Kings,Abhishek Sharma,rhb,"Arun Jaitley Stadium, Delhi",Powerplay,2,14.0,14.039227579457286,36.86069970166983,1
Lucknow Super Giants,KS Williamson,lhb,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,0,8.024326585671936,15.836105086810564,47.04053829914156,0
Gujarat Titans,CR Woakes,lhb,"Arun Jaitley Stadium, Delhi",Powerplay,0,6.136069677784716,18.83208745282521,40.71987663978897,0
Delhi Capitals,A Badoni,,"MA Chidambaram Stadium, Chepauk, Chennai",MiddleOvers,1,9.97206838292982,22.856603110648315,60.85256500140099,1
Delhi Capitals,HV Patel,lhb,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,1,10.168224774158908,10.853675922020289,39.08493268935553,1
Lucknow Super Giants,PP Chawla,lhb,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,0,10.547516201663626,21.724128851007052,52.96422489146492,0
Lucknow Super Giants,Aman Hakim Khan,rhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DeathOvers,0,10.29585987993209,19.348495385287684,52.66929582999534,0
Kings XI Punjab,DG Nalkande,rhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DeathOvers,0,9.798618463220446,14.002360211721456,51.464336996345615,1
Punjab Kings,SK Rasheed,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,0,7.33251848954677,18.272507570770205,64.55798759840525,0
Sunrisers Hyderabad,Ramandeep Singh,lhb,"Brabourne Stadium, Mumbai",DeathOvers,0,12.211095027298203,18.303555854042344,42.486569520097326,0
Kolkata Knight Riders,Shakib Al Hasan,,"Sawai Mansingh Stadium, Jaipur",MiddleOvers,0,7.95580198441141,20.880854673674946,30.99713058987293,0
Chennai Super Kings,R Sanjay Yadav,,"Eden Gardens, Kolkata",Powerplay,0,9.052830415247971,15.1851659850897,36.55114057295814,0
Royal Challengers Bangalore,PP Shaw,lhb,"Maharashtra Cricket Association Stadium, Pune",MiddleOvers,0,7.125690159561454,15.667007862464667,57.19840312374007,0
Sunrisers Hyderabad,TK Curran,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",MiddleOvers,0,9.970158873569137,22.897095547430467,40.43924393128749,0
Punjab Kings,J Fraser-McGurk,,"Wankhede Stadium, Mumbai",Powerplay,0,9.186047515570984,19.18639077282526,51.618733430460665,0
Mumbai Indians,Abdul Samad,,"M Chinnaswamy Stadium, Bengaluru",MiddleOvers,0,10.86319415831488,19.67791556715384,21.402446653331715,0
Lucknow Super Giants,K Yadav,lhb,Sharjah Cricket Stadium,Powerplay,0,6.972698385717217,14.420732655790937,36.24272977926575,1
Royal Challengers Bangalore,Tilak Varma,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",DeathOvers,1,6.444315358622234,20.051034484404486,32.77673245769563,1
Kolkata Knight Riders,CH Morris,lhb,Sharjah Cricket Stadium,Powerplay,0,11.217656305325717,11.14591389618551,48.9539513192467,1
Mumbai Indians,HR Shokeen,lhb,"M Chinnaswamy Stadium, Bengaluru",Powerplay,0,6.970686122405521,15.241623940430287,47.705359307681505,0
Gujarat Titans,Mohsin Khan,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,0,14.0,8.20904265580389,79.85412804161797,1
Punjab Kings,KR Mayers,,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,9.448996081252192,25.7061362442423,52.73144573628694,0
Lucknow Super Giants,Yash Dayal,lhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,0,8.141325403669542,20.70476872445939,26.253232238165406,0
Kings XI Punjab,MA Agarwal,lhb,"Arun Jaitley Stadium, Delhi",Powerplay,0,11.289188251900512,15.477243589592366,46.15931544028413,0
Gujarat Titans,PHKD Mendis,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,0,10.443519721887522,11.035573490272762,15.187646694737815,1
Punjab Kings,CR Woakes,,"Arun Jaitley Stadium, Delhi",Powerplay,0,10.800682565983898,26.170230313633496,58.6032663006406,0
Mumbai Indians,KA Jamieson,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Powerplay,0,9.419562919182793,10.911569771320185,10.0,1
Mumbai Indians,PJ Cummins,,Sheikh Zayed Stadium,MiddleOvers,0,4.066268510512898,11.936079446421198,48.78122929488901,1
Rajasthan Royals,Shakib Al Hasan,rhb,"Maharashtra Cricket Association Stadium, Pune",DeathOvers,0,5.11324305976076,20.169701794743872,47.277518033927656,0
Punjab Kings,Navdeep Saini,,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,0,8.876667928292608,13.791550934851529,14.977420023554874,1
Lucknow Super Giants,Harpreet Brar,rhb,"Maharashtra Cricket Association Stadium, Pune",MiddleOvers,0,11.639363165566037,13.898079115497765,46.015596865482756,1
Punjab Kings,PVD Chameera,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",DeathOvers,0,5.020263660239383,13.304792331028878,36.94814949672231,1
Rajasthan Royals,SP Goswami,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DeathOvers,0,8.39577054059745,25.496118746285966,56.48209810551471,0
Royal Challengers Bangalore,AK Markram,lhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,8.449448426679899,26.487756526139542,76.71961025129397,0
Royal Challengers Bengaluru,Harpreet Singh,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,0,5.15952188046929,18.303738961254872,38.55858852141618,0
Kolkata Knight Riders,Shashank Singh,rhb,"Sawai Mansingh Stadium, Jaipur",MiddleOvers,0,11.161343384853911,16.200541250672757,42.22026624936741,0
Punjab Kings,SR Watson,lhb,"Eden Gardens, Kolkata",Powerplay,1,10.853167432844254,16.5410590268476,34.327683152057915,1
Delhi Capitals,Washington Sundar,lhb,"Sawai Mansingh Stadium, Jaipur",Powerplay,1,10.188590962464783,25.376530294065475,50.93029620501429,1
Delhi Capitals,JR Hazlewood,rhb,Dubai International Cricket Stadium,Powerplay,0,8.101738317616709,16.63947351222164,42.35809398513999,0
Delhi Capitals,AD Russell,,"Barsapara Cricket Stadium, Guwahati",DeathOvers,1,7.189581948935377,18.801717460163175,50.127848193808376,1
Lucknow Super Giants,Rashid Khan,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,0,5.540625705712851,15.406544638867896,23.824512671216976,1
Gujarat Titans,C Green,lhb,"Brabourne Stadium, Mumbai",MiddleOvers,0,8.396755607052187,18.103619237347687,69.59218806143909,0
Kings XI Punjab,Mohit Rathee,lhb,"Narendra Modi Stadium, Ahmedabad",Powerplay,0,8.985145068473624,20.268785004976305,52.242351227441816,0
Lucknow Super Giants,WG Jacks,rhb,"Maharashtra Cricket Association Stadium, Pune",Powerplay,2,9.355461915434146,18.829453481557348,37.12363764842911,1
Punjab Kings,AK Markram,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,1,5.00996210849045,11.478755637356343,57.68153880929745,1
Kolkata Knight Riders,P Dubey,,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,0,6.9591766994564885,22.487940043744985,46.814901773648764,0
Delhi Capitals,Nithish Kumar Reddy,,"Brabourne Stadium, Mumbai",Powerplay,0,9.317604784609296,12.749909902278398,44.852404658625545,1
Gujarat Titans,UT Yadav,,Sheikh Zayed Stadium,MiddleOvers,0,10.134566033483233,13.878372354421707,28.6324850162184,1
Mumbai Indians,MD Shanaka,,"Wankhede Stadium, Mumbai",Powerplay,0,10.529943231835956,30.0,60.003078646349195,0
Mumbai Indians,DA Warner,lhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MiddleOvers,0,8.995287988343229,12.407419099270452,53.72201599457871,1
Chennai Super Kings,HC Brook,rhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MiddleOvers,2,8.19052591883729,21.827142768751557,63.25256880231024,1
Gujarat Titans,R Powell,rhb,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,0,6.720590912665701,13.219637536850136,43.504132017130495,1
Royal Challengers Bengaluru,WG Jacks,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DeathOvers,1,12.814924711030262,19.672185173283918,47.78579759410833,1
Royal Challengers Bangalore,KR Mayers,lhb,"Wankhede Stadium, Mumbai",DeathOvers,1,7.97695954943537,16.43184172497285,31.09207673164694,1
Gujarat Titans,Kartik Tyagi,rhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,9.504103929860296,21.833885256480244,44.063233568133846,0
Punjab Kings,Dhruv Jurel,lhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,10.7697976679834,21.74441684385112,28.728658230221487,0
Chennai Super Kings,Ishan Kishan,rhb,"Sawai Mansingh Stadium, Jaipur",Powerplay,0,6.226414039639884,15.56739316168222,21.68463414178841,1
Lucknow Super Giants,R Parag,rhb,"Brabourne Stadium, Mumbai",DeathOvers,0,6.032489394922412,13.707093943693057,43.356779009563795,1
Royal Challengers Bangalore,I Sharma,,"Maharashtra Cricket Association Stadium, Pune",MiddleOvers,0,9.39209863822281,19.637562579260237,43.51106224991387,0
Gujarat Titans,Aman Hakim Khan,lhb,"Eden Gardens, Kolkata",Powerplay,0,4.0,23.72870692784829,56.770339594605,0
Delhi Capitals,Suryansh Shedge,rhb,Dubai International Cricket Stadium,Powerplay,0,9.374158807350788,17.169392114631684,40.48179639569266,0
Sunrisers Hyderabad,A Kamboj,lhb,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,1,7.325234074707231,18.59772073944259,50.62328700635582,1
Royal Challengers Bangalore,Fazalhaq Farooqi,rhb,Sharjah Cricket Stadium,Powerplay,2,12.70084883047821,28.51758571370037,63.09136779546418,1
Mumbai Indians,K Rabada,rhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,9.730968106618803,16.42586045031178,73.51789564085784,0
Gujarat Titans,TK Curran,rhb,"Sawai Mansingh Stadium, Jaipur",DeathOvers,1,5.4609171861230505,22.48471960591516,30.029760560966313,1
Kolkata Knight Riders,A Nortje,,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,0,5.445905014412027,18.925035099700523,24.708133607641965,1
Mumbai Indians,SS Prabhudessai,,"Maharashtra Cricket Association Stadium, Pune",DeathOvers,0,7.656142165889666,14.773132479548227,38.301688686260455,1
Punjab Kings,KA Pollard,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Powerplay,1,8.883915130277199,13.198110462671494,56.3364268176376,1
Chennai Super Kings,AM Rahane,rhb,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,1,4.0,17.00704809130308,46.73077667973328,1
Delhi Capitals,PBB Rajapaksa,rhb,"M Chinnaswamy Stadium, Bengaluru",DeathOvers,2,5.912047149155275,20.83617387209113,17.325767026234317,1
Lucknow Super Giants,Atharva Taide,rhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,1,9.626134278925328,9.458173633130498,49.25381159695914,1
Sunrisers Hyderabad,T Shamsi,lhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DeathOvers,0,10.223230499094617,16.769569845592205,35.2205485696987,0
Lucknow Super Giants,HR Shokeen,lhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MiddleOvers,2,8.32882585649248,21.746703926617908,35.08543313193813,1
Kolkata Knight Riders,OF Smith,rhb,"Maharashtra Cricket Association Stadium, Pune",DeathOvers,0,5.102088678154513,23.19845250555546,22.4612601890859,1
Delhi Capitals,HC Brook,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,0,7.351013827693396,17.100884115403108,60.79799179469105,0
Gujarat Titans,Umran Malik,rhb,"Narendra Modi Stadium, Ahmedabad",Powerplay,1,7.55407544677851,17.967500899049874,35.60043063244946,1
Punjab Kings,Vijaykumar Vyshak,,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,9.649761029060986,15.743335542713542,37.405275512821014,0
Lucknow Super Giants,DJ Willey,lhb,"Arun Jaitley Stadium, Delhi",DeathOvers,1,8.052337705675814,20.024587250781344,53.88016372325075,1
Gujarat Titans,SN Thakur,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,0,7.861206839941961,19.120836804210597,43.29799649735335,0
Delhi Capitals,A Mhatre,,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,0,7.483232303554464,27.343971415217744,41.693976087015,0
Kings XI Punjab,Sandeep Sharma,rhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,6.803451605495652,11.148294304656755,38.64340931130504,1
Delhi Capitals,C Green,lhb,"Arun Jaitley Stadium, Delhi",MiddleOvers,0,8.385069215973045,15.86420555597948,35.396904133507704,0
Royal Challengers Bangalore,Anuj Rawat,,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,1,10.031872859681073,17.39552301639165,49.705782427270336,1
Lucknow Super Giants,JD Unadkat,,"Brabourne Stadium, Mumbai",Powerplay,0,6.243193777322065,11.731284081719721,56.17107373025755,1
Kolkata Knight Riders,JO Holder,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,2,9.8759220420899,8.0,62.8829903887266,1
Punjab Kings,R Minz,,"Eden Gardens, Kolkata",DeathOvers,0,10.623421182719312,12.412494897886777,59.70445129760311,1
Royal Challengers Bengaluru,SB Dubey,lhb,"Maharashtra Cricket Association Stadium, Pune",Powerplay,1,11.72567271211666,20.648145448793574,38.351483396497486,1
Lucknow Super Giants,D Pretorius,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DeathOvers,2,10.245693788063928,16.739221010991706,33.64564556693321,1
Lucknow Super Giants,Mukesh Choudhary,lhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,2,11.546189738581432,15.425677488918204,51.03798902125408,1
Kings XI Punjab,WP Saha,,"Zayed Cricket Stadium, Abu Dhabi",Powerplay,0,8.918612490206067,17.778193120304262,38.65415280315015,0
Mumbai Indians,Ashutosh Sharma,rhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DeathOvers,0,6.0366751635316245,14.431458403717079,36.538499536710475,1
Kolkata Knight Riders,T Kohler-Cadmore,lhb,"Eden Gardens, Kolkata",Powerplay,1,7.604590821585822,20.129682246455975,33.58152693526968,1
Royal Challengers Bangalore,EJG Morgan,rhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,0,6.245382236884976,12.278190478420122,79.26523583774971,1
Sunrisers Hyderabad,Umran Malik,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,0,13.43153937339289,13.334959647812887,43.65063804176638,1
Kings XI Punjab,WP Saha,rhb,Sheikh Zayed Stadium,DeathOvers,2,8.579930950039248,13.345849565961966,48.71310111803173,1
Punjab Kings,NM Coulter-Nile,rhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Powerplay,0,9.368728701190928,13.366627056208582,48.58383310712776,1
Delhi Capitals,Harshit Rana,lhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DeathOvers,0,6.3278895772727735,21.41832263289956,54.13606160874599,0
Gujarat Titans,Atharva Taide,rhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,8.027201343752413,11.553733778069414,27.860361955586328,1
Lucknow Super Giants,A Manohar,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DeathOvers,0,9.806796396021761,14.44402239138525,68.43632589972191,1
Sunrisers Hyderabad,P Dubey,rhb,"M Chinnaswamy Stadium, Bengaluru",MiddleOvers,0,4.871174811417523,20.582672210447615,76.2703617502286,0
Rajasthan Royals,F du Plessis,lhb,"Zayed Cricket Stadium, Abu Dhabi",Powerplay,0,9.442109367805665,12.916298113985468,64.32026903676746,1
Sunrisers Hyderabad,E Lewis,rhb,"Brabourne Stadium, Mumbai",Powerplay,2,9.071031795755653,21.98845127228088,39.53154499551307,1
Royal Challengers Bengaluru,Washington Sundar,rhb,Dubai International Cricket Stadium,DeathOvers,0,6.139996078929362,16.729508887487597,33.632324687715034,0
Delhi Capitals,Mohit Rathee,,"M Chinnaswamy Stadium, Bengaluru",DeathOvers,2,5.627432070753334,21.057259417390487,39.396595643853956,1
Chennai Super Kings,Dhruv Jurel,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,0,8.056527833958604,18.04834134746943,38.08024240527754,0
Rajasthan Royals,DJ Willey,,"Dr DY Patil Sports Academy, Mumbai",Powerplay,0,4.0,15.650715150642732,59.6484355446933,0
Kolkata Knight Riders,SP Narine,rhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,9.66681331163343,17.733286595682433,54.2897811580058,0
Royal Challengers Bangalore,XC Bartlett,lhb,"Wankhede Stadium, Mumbai",Powerplay,0,9.523756267131237,14.425664628647246,57.597075035820566,1
Chennai Super Kings,MJ Santner,rhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DeathOvers,0,8.210300922742626,21.841271315823082,50.59150112599033,0
Punjab Kings,Gurkeerat Singh,lhb,"Dr DY Patil Sports Academy, Mumbai",DeathOvers,0,11.507962026094162,17.976383916762426,57.34817679277434,0
Kings XI Punjab,Yash Dayal,lhb,"MA Chidambaram Stadium, Chepauk, Chennai",DeathOvers,0,13.220235688185637,21.547108116496403,29.649386881883643,0
Gujarat Titans,S Dhawan,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DeathOvers,0,11.194151009594389,22.254230718266165,38.29176424457066,0
Royal Challengers Bengaluru,JO Holder,lhb,"Dr DY Patil Sports Academy, Mumbai",Powerplay,0,9.545208279887202,10.506934198618936,73.24267194125665,1
Rajasthan Royals,DJ Bravo,rhb,"Sawai Mansingh Stadium, Jaipur",DeathOvers,0,10.73656078158693,15.022363967505704,39.11115623426228,0
Gujarat Titans,DR Sams,rhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Powerplay,0,4.427038704778321,23.065681217985272,44.05820121117959,0
Kings XI Punjab,Azmatullah Omarzai,,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,1,8.955692562943156,15.012634487417781,18.139749793808363,1
Sunrisers Hyderabad,M Prasidh Krishna,,Sharjah Cricket Stadium,DeathOvers,2,7.55289288267987,20.546732116053885,38.07461423957319,1
Rajasthan Royals,SP Jackson,rhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DeathOvers,2,7.075687488418706,20.000562136733066,35.63867676051697,1
Punjab Kings,DT Christian,rhb,"Eden Gardens, Kolkata",DeathOvers,0,6.21388354071958,14.235357128822356,45.5552261746839,1
Kolkata Knight Riders,JJ Roy,,"Sawai Mansingh Stadium, Jaipur",MiddleOvers,0,8.286557461688663,13.53898958318877,37.43729146256089,1
Royal Challengers Bangalore,AR Patel,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,0,10.26305859338271,20.513541097954427,58.636967284165095,0
Royal Challengers Bangalore,CJ Jordan,lhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,7.3158311172117045,17.712925393286902,27.45342433616252,0
Mumbai Indians,LH Ferguson,rhb,"Sawai Mansingh Stadium, Jaipur",DeathOvers,1,4.0,11.439502883982254,36.04226777779163,1
Rajasthan Royals,Ramandeep Singh,lhb,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,0,8.838743823722442,21.949620613150774,60.256875867371946,0
Delhi Capitals,SN Khan,rhb,"Narendra Modi Stadium, Ahmedabad",Powerplay,0,9.051411106259053,21.07973646008934,42.11329173348644,0
Mumbai Indians,M Vijay,,"Arun Jaitley Stadium, Delhi",MiddleOvers,0,12.085217736304372,17.610347140690095,17.388696317242353,0
Royal Challengers Bengaluru,WP Saha,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,0,6.522015316791451,19.63731408413849,59.814286553797345,0
Royal Challengers Bangalore,DJ Hooda,,"Arun Jaitley Stadium, Delhi",MiddleOvers,1,6.0718129517484165,20.53169466045352,53.28182654705445,1
Mumbai Indians,Rahmanullah Gurbaz,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,0,5.335099792297835,17.3019382482779,48.539688158346046,0
Chennai Super Kings,M Prasidh Krishna,lhb,Sharjah Cricket Stadium,Powerplay,0,7.818508553646087,8.218726839083093,77.41338376167099,1
Kolkata Knight Riders,B Indrajith,,"M Chinnaswamy Stadium, Bengaluru",DeathOvers,2,10.055789192049149,18.538268886961916,61.624777661040476,1
Mumbai Indians,SB Dubey,rhb,"M Chinnaswamy Stadium, Bengaluru",MiddleOvers,0,6.646539404593974,16.815416583055384,54.69321502835981,0
Mumbai Indians,MS Dhoni,lhb,"M Chinnaswamy Stadium, Bengaluru",Powerplay,2,11.756228372801722,20.442352577808652,45.275856263227745,1
Kings XI Punjab,SA Yadav,rhb,"M Chinnaswamy Stadium, Bengaluru",MiddleOvers,0,9.028459748408345,14.416127076858988,21.450507082535943,1
Rajasthan Royals,M Vijay,lhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,8.857241840444265,11.108752262215713,19.2886148408685,1
Royal Challengers Bengaluru,JP Behrendorff,,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,0,9.779600147924068,17.286209604466137,40.71959216301017,0
Punjab Kings,R Tewatia,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,1,8.25792939142981,27.598752786958883,61.360749975285245,1
Royal Challengers Bangalore,PD Salt,lhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,7.89775684580477,13.44723849069688,49.513457755047895,1
Lucknow Super Giants,Dhruv Jurel,lhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Powerplay,1,8.128634879459177,11.31263562927685,55.81049432687777,1
Mumbai Indians,T Shamsi,lhb,"Brabourne Stadium, Mumbai",DeathOvers,0,6.895646488729103,23.800829059011896,61.73170633039288,0
Gujarat Titans,V Nigam,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,1,8.478840951220327,19.236172193799987,56.198054461433294,1
Sunrisers Hyderabad,D Ferreira,lhb,"M Chinnaswamy Stadium, Bengaluru",Powerplay,0,5.5790841170662855,19.138525607048795,32.22815075445507,0
Delhi Capitals,KR Mayers,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,0,8.66620790436821,8.0,48.10622581314677,1
Lucknow Super Giants,Rashid Khan,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,0,4.0,17.476894164205234,47.12358754686523,0
Delhi Capitals,GHS Garton,rhb,"Maharashtra Cricket Association Stadium, Pune",Powerplay,0,4.80726033758598,17.445861248626287,51.11264847757311,0
Lucknow Super Giants,PD Salt,lhb,Sharjah Cricket Stadium,MiddleOvers,0,7.784196661796116,12.380153765024808,52.588604609000306,1
Chennai Super Kings,DJ Willey,lhb,"Sawai Mansingh Stadium, Jaipur",DeathOvers,0,8.22051705793176,18.50534463708701,38.53432063557006,0
Gujarat Titans,Harbhajan Singh,lhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DeathOvers,1,5.149416813712815,20.101602509256473,11.08267478528338,1
Royal Challengers Bengaluru,Vijaykumar Vyshak,,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,0,7.283939495484336,21.278435583186464,60.67117580296229,0
