Bowler,venue,BattingTeam,Phase,Batter,Innings,winner,TotalRuns,ExtrasRuns,WicketDeliveries,Balls,Boundaries,WinLoss,battingStyles_x,bowlingStyles,longBowlingStyles,EconomyRate,StrikeRate,BoundaryPercentage,Selected,Year
AU Rashid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,MiddleOvers,YBK Jaiswal,1,Rajasthan Royals,4,0,0.0,6,0,0,lhb,,,4.0,inf,0.0,1,2020
AU Rashid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Powerplay,SV Samson,1,Rajasthan Royals,1,0,0.0,1,0,0,rhb,,,6.0,inf,0.0,1,2020
AU Rashid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Powerplay,YBK Jaiswal,1,Rajasthan Royals,7,0,0.0,5,1,0,lhb,,,8.4,inf,20.0,0,2020
Abdul Samad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,DeathOvers,SS Iyer,2,Punjab Kings,6,0,0.0,2,1,0,rhb,lb,legbreak,18.0,inf,50.0,0,2020
Abdul Samad,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,DJ Hooda,1,Lucknow Super Giants,2,0,0.0,3,0,0,rhb,lb,legbreak,4.0,inf,0.0,1,2020
Abdul Samad,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,KL Rahul,1,Lucknow Super Giants,6,0,0.0,3,1,0,rhb,lb,legbreak,12.0,inf,33.33333333333333,0,2020
Abdul Samad,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,MS Dhoni,2,Sunrisers Hyderabad,13,5,0.0,5,2,1,rhb,lb,legbreak,15.6,inf,40.0,0,2020
Abdul Samad,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,SM Curran,2,Sunrisers Hyderabad,7,0,0.0,2,1,1,lhb,lb,legbreak,21.0,inf,50.0,0,2020
Abdul Samad,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,KM Jadhav,2,Sunrisers Hyderabad,0,0,1.0,1,0,1,,lb,legbreak,0.0,1.0,0.0,1,2020
Abdul Samad,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,MS Dhoni,2,Sunrisers Hyderabad,11,0,0.0,10,1,1,rhb,lb,legbreak,6.6,inf,10.0,1,2020
Abdul Samad,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,RA Jadeja,2,Sunrisers Hyderabad,10,0,0.0,7,1,1,lhb,lb,legbreak,8.571428571428571,inf,14.285714285714285,0,2020
Abdul Samad,Dubai International Cricket Stadium,Kings XI Punjab,MiddleOvers,N Pooran,2,Sunrisers Hyderabad,28,0,0.0,6,5,1,lhb,lb,legbreak,24.0,inf,75.05000000000109,0,2020
Abdul Samad,Sharjah Cricket Stadium,Mumbai Indians,MiddleOvers,Ishan Kishan,1,Mumbai Indians,1,0,0.0,1,0,0,lhb,lb,legbreak,6.0,inf,0.0,1,2020
Abdul Samad,Sharjah Cricket Stadium,Mumbai Indians,MiddleOvers,Q de Kock,1,Mumbai Indians,15,0,0.0,5,2,0,lhb,lb,legbreak,18.0,inf,40.0,0,2020
Abdul Samad,Sharjah Cricket Stadium,Mumbai Indians,Powerplay,Ishan Kishan,1,Mumbai Indians,1,0,0.0,1,0,0,lhb,lb,legbreak,6.0,inf,0.0,1,2020
Abdul Samad,Sharjah Cricket Stadium,Mumbai Indians,Powerplay,Q de Kock,1,Mumbai Indians,10,0,0.0,5,1,0,lhb,lb,legbreak,12.0,inf,20.0,0,2020
Abdul Samad,Sharjah Cricket Stadium,Punjab Kings,MiddleOvers,AK Markram,1,Punjab Kings,1,0,1.0,2,0,0,rhb,lb,legbreak,3.0,2.0,0.0,1,2020
Abdul Samad,Sharjah Cricket Stadium,Punjab Kings,MiddleOvers,DJ Hooda,1,Punjab Kings,7,0,0.0,3,1,0,rhb,lb,legbreak,14.0,inf,33.33333333333333,0,2020
Abdul Samad,Sharjah Cricket Stadium,Punjab Kings,MiddleOvers,Harpreet Brar,1,Punjab Kings,1,0,0.0,1,0,0,lhb,lb,legbreak,6.0,inf,0.0,1,2020
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,MiddleOvers,MK Pandey,2,Sunrisers Hyderabad,0,0,1.0,1,0,1,rhb,sla,slow left-arm orthodox,0.0,1.0,0.0,1,2020
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,MiddleOvers,MR Marsh,2,Sunrisers Hyderabad,15,0,0.0,8,2,1,rhb,sla,slow left-arm orthodox,11.25,inf,25.0,0,2020
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,MiddleOvers,PD Salt,2,Sunrisers Hyderabad,1,0,0.0,2,0,1,rhb,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,MiddleOvers,PK Garg,2,Sunrisers Hyderabad,9,0,0.0,5,1,1,,sla,slow left-arm orthodox,10.8,inf,20.0,0,2020
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,MiddleOvers,SN Khan,2,Sunrisers Hyderabad,1,0,0.0,2,0,1,,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Abhishek Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,MiddleOvers,Abishek Porel,2,Delhi Capitals,7,0,0.0,4,1,0,lhb,sla,slow left-arm orthodox,10.5,inf,25.0,0,2020
Abhishek Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,MiddleOvers,T Stubbs,2,Delhi Capitals,2,0,0.0,2,0,0,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Powerplay,F du Plessis,2,Delhi Capitals,10,0,0.0,7,1,0,rhb,sla,slow left-arm orthodox,8.571428571428571,inf,14.285714285714285,0,2020
Abhishek Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Powerplay,J Fraser-McGurk,2,Delhi Capitals,8,0,0.0,5,1,0,rhb,sla,slow left-arm orthodox,9.6,inf,20.0,0,2020
Abhishek Sharma,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,KM Jadhav,2,Sunrisers Hyderabad,2,0,0.0,3,0,1,,sla,slow left-arm orthodox,4.0,inf,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,MS Dhoni,2,Sunrisers Hyderabad,2,0,0.0,3,0,1,rhb,sla,slow left-arm orthodox,4.0,inf,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Kings XI Punjab,Powerplay,GJ Maxwell,2,Sunrisers Hyderabad,1,0,0.0,1,0,1,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Kings XI Punjab,Powerplay,KL Rahul,2,Sunrisers Hyderabad,0,0,1.0,1,0,1,rhb,sla,slow left-arm orthodox,0.0,1.0,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Kings XI Punjab,Powerplay,N Pooran,2,Sunrisers Hyderabad,15,1,0.0,4,2,1,lhb,sla,slow left-arm orthodox,22.5,inf,50.0,0,2020
Abhishek Sharma,Dubai International Cricket Stadium,Rajasthan Royals,MiddleOvers,LS Livingstone,1,Sunrisers Hyderabad,3,0,0.0,3,0,1,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Rajasthan Royals,MiddleOvers,SV Samson,1,Sunrisers Hyderabad,6,1,0.0,3,1,1,rhb,sla,slow left-arm orthodox,12.0,inf,33.33333333333333,0,2020
Abhishek Sharma,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,RV Uthappa,2,Rajasthan Royals,2,0,0.0,3,0,0,,sla,slow left-arm orthodox,4.0,inf,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,SV Samson,2,Rajasthan Royals,9,0,0.0,3,2,0,rhb,sla,slow left-arm orthodox,18.0,inf,66.66666666666666,0,2020
Abhishek Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,AB de Villiers,1,Royal Challengers Bangalore,2,0,0.0,3,0,0,,sla,slow left-arm orthodox,4.0,inf,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,AJ Finch,1,Royal Challengers Bangalore,1,0,1.0,2,0,0,,sla,slow left-arm orthodox,3.0,2.0,0.0,1,2020
Abhishek Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,D Padikkal,1,Royal Challengers Bangalore,10,0,0.0,5,1,0,lhb,sla,slow left-arm orthodox,12.0,inf,20.0,0,2020
Abhishek Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,V Kohli,1,Royal Challengers Bangalore,3,0,0.0,2,0,0,rhb,sla,slow left-arm orthodox,9.0,inf,0.0,0,2020
Abhishek Sharma,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Powerplay,F du Plessis,2,Sunrisers Hyderabad,5,0,0.0,3,1,1,rhb,sla,slow left-arm orthodox,10.0,inf,33.33333333333333,0,2020
Abhishek Sharma,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Powerplay,V Kohli,2,Sunrisers Hyderabad,5,0,0.0,3,1,1,rhb,sla,slow left-arm orthodox,10.0,inf,33.33333333333333,0,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Powerplay,Q de Kock,1,Mumbai Indians,1,0,0.0,2,0,0,lhb,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Powerplay,RG Sharma,1,Mumbai Indians,4,0,0.0,4,0,0,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,MiddleOvers,DJ Hooda,1,Sunrisers Hyderabad,2,0,1.0,3,0,1,rhb,sla,slow left-arm orthodox,4.0,3.0,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,MiddleOvers,FA Allen,1,Sunrisers Hyderabad,1,0,0.0,1,0,1,,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,MiddleOvers,M Shahrukh Khan,1,Sunrisers Hyderabad,9,1,0.0,6,1,1,rhb,sla,slow left-arm orthodox,9.0,inf,16.666666666666664,0,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,MiddleOvers,MC Henriques,1,Sunrisers Hyderabad,9,0,1.0,9,0,1,,sla,slow left-arm orthodox,6.0,9.0,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Powerplay,KL Rahul,1,Sunrisers Hyderabad,1,0,0.0,1,0,1,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Powerplay,MA Agarwal,1,Sunrisers Hyderabad,2,0,0.0,5,0,1,rhb,sla,slow left-arm orthodox,2.4,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,MiddleOvers,Dhruv Jurel,2,Sunrisers Hyderabad,17,0,0.0,12,2,1,,sla,slow left-arm orthodox,8.5,inf,16.666666666666664,0,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,MiddleOvers,R Parag,2,Sunrisers Hyderabad,3,0,0.0,4,0,1,rhb,sla,slow left-arm orthodox,4.5,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,MiddleOvers,R Powell,2,Sunrisers Hyderabad,3,0,0.0,4,0,1,rhb,sla,slow left-arm orthodox,4.5,inf,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,MiddleOvers,SO Hetmyer,2,Sunrisers Hyderabad,1,0,1.0,3,0,1,lhb,sla,slow left-arm orthodox,2.0,3.0,0.0,1,2020
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,MiddleOvers,SV Samson,2,Sunrisers Hyderabad,0,0,1.0,1,0,1,rhb,sla,slow left-arm orthodox,0.0,1.0,0.0,1,2020
Abhishek Sharma,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,MiddleOvers,JC Buttler,1,Rajasthan Royals,1,0,0.0,1,0,0,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,MiddleOvers,SV Samson,1,Rajasthan Royals,14,0,0.0,5,2,0,rhb,sla,slow left-arm orthodox,16.8,inf,40.0,0,2020
Abhishek Sharma,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,B Sai Sudharsan,1,Gujarat Titans,1,0,0.0,1,0,0,lhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,Shubman Gill,1,Gujarat Titans,12,1,0.0,6,2,0,rhb,sla,slow left-arm orthodox,12.0,inf,33.33333333333333,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,Powerplay,R Ravindra,1,Sunrisers Hyderabad,6,0,0.0,4,1,1,lhb,sla,slow left-arm orthodox,9.0,inf,25.0,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,Powerplay,RD Gaikwad,1,Sunrisers Hyderabad,1,0,0.0,2,0,1,rhb,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Gujarat Titans,MiddleOvers,SE Rutherford,2,Gujarat Titans,18,1,0.0,7,4,0,lhb,sla,slow left-arm orthodox,15.428571428571429,inf,57.14285714285714,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,MiddleOvers,MP Stoinis,2,Lucknow Super Giants,18,1,1.0,12,2,0,rhb,sla,slow left-arm orthodox,9.0,12.0,16.666666666666664,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,MiddleOvers,N Pooran,2,Lucknow Super Giants,18,0,0.0,3,3,0,lhb,sla,slow left-arm orthodox,24.0,inf,75.05000000000109,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,MiddleOvers,PN Mankad,2,Lucknow Super Giants,6,0,0.0,4,1,0,rhb,sla,slow left-arm orthodox,9.0,inf,25.0,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Powerplay,AK Markram,2,Lucknow Super Giants,1,0,0.0,3,0,0,rhb,sla,slow left-arm orthodox,2.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Powerplay,MR Marsh,2,Lucknow Super Giants,7,0,0.0,7,1,0,rhb,sla,slow left-arm orthodox,6.0,inf,14.285714285714285,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Powerplay,N Pooran,2,Lucknow Super Giants,12,0,0.0,2,2,0,lhb,sla,slow left-arm orthodox,24.0,inf,75.05000000000109,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,MiddleOvers,Dhruv Jurel,2,Sunrisers Hyderabad,11,0,0.0,4,2,1,,sla,slow left-arm orthodox,16.5,inf,50.0,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,MiddleOvers,SV Samson,2,Sunrisers Hyderabad,1,0,0.0,2,0,1,rhb,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Powerplay,Dhruv Jurel,2,Sunrisers Hyderabad,4,0,0.0,3,1,1,,sla,slow left-arm orthodox,8.0,inf,33.33333333333333,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Powerplay,SV Samson,2,Sunrisers Hyderabad,1,0,0.0,3,0,1,rhb,sla,slow left-arm orthodox,2.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,MiddleOvers,F du Plessis,2,Royal Challengers Bangalore,13,0,0.0,6,2,0,rhb,sla,slow left-arm orthodox,13.0,inf,33.33333333333333,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,MiddleOvers,V Kohli,2,Royal Challengers Bangalore,5,2,0.0,6,0,0,rhb,sla,slow left-arm orthodox,5.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,Powerplay,F du Plessis,2,Royal Challengers Bangalore,2,0,0.0,2,0,0,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,Powerplay,V Kohli,2,Royal Challengers Bangalore,10,1,0.0,5,2,0,rhb,sla,slow left-arm orthodox,12.0,inf,40.0,0,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,Powerplay,F du Plessis,1,Royal Challengers Bengaluru,2,0,0.0,2,0,0,rhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,Powerplay,V Kohli,1,Royal Challengers Bengaluru,8,0,0.0,4,1,0,rhb,sla,slow left-arm orthodox,12.0,inf,25.0,0,2020
Abhishek Sharma,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,MiddleOvers,JC Buttler,1,Sunrisers Hyderabad,13,1,0.0,7,2,1,rhb,sla,slow left-arm orthodox,11.142857142857142,inf,28.57142857142857,0,2020
Abhishek Sharma,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,MiddleOvers,SV Samson,1,Sunrisers Hyderabad,3,0,0.0,5,0,1,rhb,sla,slow left-arm orthodox,3.6,inf,0.0,1,2020
Abhishek Sharma,Sharjah Cricket Stadium,Chennai Super Kings,MiddleOvers,F du Plessis,2,Chennai Super Kings,2,0,0.0,4,0,0,rhb,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Abhishek Sharma,Sharjah Cricket Stadium,Chennai Super Kings,MiddleOvers,RD Gaikwad,2,Chennai Super Kings,7,0,0.0,8,1,0,rhb,sla,slow left-arm orthodox,5.25,inf,12.5,1,2020
Abhishek Sharma,Sheikh Zayed Stadium,Delhi Capitals,MiddleOvers,RR Pant,2,Sunrisers Hyderabad,18,0,0.0,11,2,1,lhb,sla,slow left-arm orthodox,9.818181818181818,inf,18.181818181818183,0,2020
Abhishek Sharma,Sheikh Zayed Stadium,Delhi Capitals,MiddleOvers,S Dhawan,2,Sunrisers Hyderabad,6,0,0.0,5,0,1,lhb,sla,slow left-arm orthodox,7.199999999999999,inf,0.0,0,2020
Abhishek Sharma,Sheikh Zayed Stadium,Delhi Capitals,MiddleOvers,SO Hetmyer,2,Sunrisers Hyderabad,2,0,0.0,2,0,1,lhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,Sheikh Zayed Stadium,Delhi Capitals,Powerplay,S Dhawan,2,Sunrisers Hyderabad,3,0,0.0,3,0,1,lhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,Sheikh Zayed Stadium,Delhi Capitals,Powerplay,SS Iyer,2,Sunrisers Hyderabad,5,2,0.0,4,0,1,rhb,sla,slow left-arm orthodox,7.5,inf,0.0,0,2020
Abhishek Sharma,Sheikh Zayed Stadium,Kolkata Knight Riders,DeathOvers,EJG Morgan,2,Kolkata Knight Riders,2,0,0.0,2,0,0,,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,Sheikh Zayed Stadium,Kolkata Knight Riders,DeathOvers,Shubman Gill,2,Kolkata Knight Riders,9,0,0.0,4,1,0,rhb,sla,slow left-arm orthodox,13.5,inf,25.0,0,2020
Abhishek Sharma,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,Ishan Kishan,2,Sunrisers Hyderabad,2,0,0.0,2,0,1,lhb,sla,slow left-arm orthodox,6.0,inf,0.0,1,2020
Abhishek Sharma,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,RG Sharma,2,Sunrisers Hyderabad,9,1,0.0,4,1,1,rhb,sla,slow left-arm orthodox,13.5,inf,25.0,0,2020
Abhishek Sharma,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,F du Plessis,1,Royal Challengers Bangalore,4,0,0.0,5,0,0,rhb,sla,slow left-arm orthodox,4.8,inf,0.0,1,2020
Abhishek Sharma,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,RM Patidar,1,Royal Challengers Bangalore,9,0,0.0,7,1,0,rhb,sla,slow left-arm orthodox,7.7142857142857135,inf,14.285714285714285,0,2020
Abhishek Sharma,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,MiddleOvers,JDS Neesham,1,Mumbai Indians,0,0,1.0,1,0,0,,sla,slow left-arm orthodox,0.0,1.0,0.0,1,2020
Abhishek Sharma,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,MiddleOvers,KA Pollard,1,Mumbai Indians,4,1,1.0,4,0,0,,sla,slow left-arm orthodox,6.0,4.0,0.0,1,2020
Abhishek Sharma,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,MiddleOvers,SA Yadav,1,Mumbai Indians,1,1,0.0,2,0,0,rhb,sla,slow left-arm orthodox,3.0,inf,0.0,1,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Powerplay,R Ravindra,2,Chennai Super Kings,1,0,0.0,1,0,0,lhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Powerplay,SK Rasheed,2,Chennai Super Kings,12,0,0.0,5,3,0,rhb,rfm,right-arm fast-medium,14.4,inf,60.0,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,MiddleOvers,B Sai Sudharsan,1,Lucknow Super Giants,4,0,0.0,3,1,1,lhb,rfm,right-arm fast-medium,8.0,inf,33.33333333333333,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,MiddleOvers,Shubman Gill,1,Lucknow Super Giants,7,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,14.0,inf,33.33333333333333,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Powerplay,B Sai Sudharsan,1,Lucknow Super Giants,7,0,0.0,4,1,1,lhb,rfm,right-arm fast-medium,10.5,inf,25.0,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Powerplay,Shubman Gill,1,Lucknow Super Giants,15,1,0.0,9,2,1,rhb,rfm,right-arm fast-medium,10.0,inf,22.22222222222222,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,MiddleOvers,SA Yadav,2,Lucknow Super Giants,9,1,0.0,6,1,1,rhb,rfm,right-arm fast-medium,9.0,inf,16.666666666666664,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,MiddleOvers,Tilak Varma,2,Lucknow Super Giants,1,0,0.0,1,0,1,,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Powerplay,Naman Dhir,2,Lucknow Super Giants,28,0,0.0,11,5,1,rhb,rfm,right-arm fast-medium,15.272727272727272,inf,45.45454545454545,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Powerplay,RD Rickelton,2,Lucknow Super Giants,1,0,0.0,1,0,1,,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Powerplay,SA Yadav,2,Lucknow Super Giants,6,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,12.0,inf,33.33333333333333,0,2020
Akash Deep,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Powerplay,WG Jacks,2,Lucknow Super Giants,1,0,1.0,3,0,1,rhb,rfm,right-arm fast-medium,2.0,3.0,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DeathOvers,RV Uthappa,1,Chennai Super Kings,4,3,0.0,4,0,0,,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DeathOvers,S Dube,1,Chennai Super Kings,20,1,0.0,6,3,0,lhb,rfm,right-arm fast-medium,20.0,inf,50.0,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,RV Uthappa,1,Chennai Super Kings,16,0,0.0,7,3,0,,rfm,right-arm fast-medium,13.714285714285714,inf,42.85714285714285,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,S Dube,1,Chennai Super Kings,9,0,0.0,5,2,0,lhb,rfm,right-arm fast-medium,10.8,inf,40.0,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,MM Ali,1,Chennai Super Kings,2,0,0.0,2,0,0,lhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,RV Uthappa,1,Chennai Super Kings,8,1,0.0,4,1,0,,rfm,right-arm fast-medium,12.0,inf,25.0,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,DeathOvers,UT Yadav,1,Royal Challengers Bangalore,10,0,1.0,5,2,1,rhb,rfm,right-arm fast-medium,12.0,5.0,40.0,1,2020
